City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Yenagoa,NG,4.9247,6.2642,76.42,84,41,2.66,scattered clouds
471,Fortuna,US,40.5982,-124.1573,52.14,94,90,8.99,overcast clouds
472,Goleniow,PL,53.5639,14.8285,37.49,100,20,5.75,few clouds
473,Shakawe,BW,-18.3667,21.85,69.39,83,70,2.71,broken clouds
474,Hami,CN,42.8,93.45,22.28,48,85,8.05,overcast clouds
475,Victor Harbor,AU,-35.5667,138.6167,68.79,78,89,5.01,overcast clouds
476,Byron Bay,AU,-28.65,153.6167,80.87,87,14,10.96,few clouds
477,Emba,KZ,48.8264,58.1442,27.86,97,100,18.34,snow
478,Calama,CL,-22.4667,-68.9333,59.16,36,0,6.2,clear sky
479,Half Moon Bay,US,37.4636,-122.4286,56.52,92,90,0.0,mist
480,Broome,US,42.2506,-75.833,31.01,73,1,3.0,clear sky
481,Pangody,RU,65.85,74.4859,-9.76,94,100,15.5,overcast clouds
482,Pacific Grove,US,36.6177,-121.9166,55.81,91,75,1.99,fog
483,Yokaichi,JP,35.1139,136.2037,45.72,77,72,11.1,broken clouds
484,Pathankot,IN,32.2833,75.65,56.79,80,100,5.64,light rain
485,Matay,EG,28.419,30.7792,52.12,71,0,4.29,clear sky
486,Poronaysk,RU,49.2167,143.1167,5.54,75,100,7.16,overcast clouds
487,Ballina,AU,-28.8667,153.5667,80.78,95,90,16.11,overcast clouds
488,Prince Rupert,CA,54.3161,-130.3201,22.69,57,1,4.61,clear sky
489,Balkhash,KZ,46.844,74.9804,21.81,86,90,11.18,overcast clouds
490,Chancay,PE,-11.5714,-77.2672,75.33,86,100,5.88,overcast clouds
491,Karratha,AU,-20.7377,116.8463,93.65,48,8,13.4,clear sky
492,Mandera,KE,3.9366,41.867,78.42,71,82,9.53,broken clouds
493,Warwick,US,41.7001,-71.4162,32.14,75,1,5.75,clear sky
494,Russell,US,32.3502,-85.1999,46.9,92,75,0.0,broken clouds
495,Ndele,CF,8.4109,20.6473,69.98,30,100,7.29,overcast clouds
496,Novyy Urengoy,RU,66.0833,76.6333,-8.57,93,100,15.97,overcast clouds
497,Galle,LK,6.0367,80.217,79.11,83,85,7.16,overcast clouds
498,Zapolyarnyy,RU,69.4154,30.8136,7.88,93,100,14.18,overcast clouds
499,Khatanga,RU,71.9667,102.5,-22.29,83,62,17.69,broken clouds
500,Hanstholm,DK,57.1167,8.6167,36.75,73,95,17.2,light rain
501,Santa Marta,CO,11.2408,-74.199,81.99,66,20,21.99,few clouds
502,Port Augusta,AU,-32.5,137.7667,77.7,39,0,20.31,clear sky
503,Nexo,DK,55.0607,15.1306,39.29,83,33,24.7,scattered clouds
504,Kananga,CD,-5.8958,22.4178,67.84,98,100,0.45,moderate rain
505,Berezovyy,RU,51.6667,135.7,-7.98,77,3,1.66,clear sky
506,Sabang,ID,5.8933,95.3214,80.76,77,90,18.77,overcast clouds
507,Swiecie,PL,53.4095,18.4474,38.8,85,100,9.53,overcast clouds
508,Itoman,JP,26.1247,127.6694,70.18,67,75,12.66,broken clouds
509,Faanui,PF,-16.4833,-151.75,80.78,70,11,1.3,few clouds
510,Tabou,CI,4.423,-7.3528,78.37,82,10,6.31,clear sky
511,Athens,GR,37.9795,23.7162,57.38,83,0,1.01,clear sky
512,Tibacuy,CO,4.3511,-72.4564,79.56,40,65,8.12,broken clouds
513,Atlantic City,US,39.3643,-74.4229,32.99,84,1,3.44,clear sky
514,Penzance,GB,50.1186,-5.5371,42.76,55,99,19.13,overcast clouds
515,Bathsheba,BB,13.2167,-59.5167,76.73,74,15,12.64,few clouds
516,Inirida,CO,3.8653,-67.9239,74.64,70,32,2.68,scattered clouds
517,Balangiga,PH,11.1097,125.3875,78.98,84,70,13.09,broken clouds
518,Floro,NO,61.5996,5.0328,37.36,65,90,8.05,overcast clouds
519,Aswan,EG,24.0934,32.907,53.92,61,5,8.1,clear sky
520,Codajas,BR,-3.8367,-62.0569,76.14,87,100,2.91,overcast clouds
521,North Bend,US,43.4065,-124.2243,53.51,93,90,18.41,mist
522,Stephenville Crossing,CA,48.5,-58.4318,17.73,73,90,26.46,light shower snow
523,Medvedka,RU,61.1629,46.387,-19.12,99,56,2.06,broken clouds
524,Nueve De Julio,AR,-35.4444,-60.8831,70.63,21,0,17.16,clear sky
525,Peniche,PT,39.3558,-9.3811,56.1,81,40,18.66,scattered clouds
526,Brusque,BR,-27.0981,-48.9175,79.09,99,100,0.34,light rain
527,Sorland,NO,67.667,12.6934,34.18,63,100,32.95,overcast clouds
528,Palestine,PS,31.9216,35.2033,49.95,82,84,4.61,broken clouds
529,Waddan,LY,29.1614,16.139,52.9,56,0,5.53,clear sky
530,Lifford,IE,54.8319,-7.4836,37.04,77,94,8.95,overcast clouds
531,Mount Gambier,AU,-37.8333,140.7667,60.71,94,90,19.57,overcast clouds
532,Kemijarvi,FI,66.7131,27.4306,10.69,92,100,11.1,snow
533,Paamiut,GL,61.994,-49.6678,26.38,94,100,22.91,snow
534,Atbasar,KZ,51.8,68.3333,4.95,94,100,8.59,overcast clouds
535,Sistranda,NO,63.7256,8.834,27.9,72,100,3.36,light snow
536,Kangaatsiaq,GL,68.3065,-53.4641,33.55,55,100,22.55,overcast clouds
537,Concepcion Del Uruguay,AR,-32.4825,-58.2372,74.98,77,83,4.0,broken clouds
538,Nhulunbuy,AU,-12.2333,136.7667,93.81,55,40,11.5,scattered clouds
539,Langarud,IR,37.197,50.1535,49.98,84,100,5.84,overcast clouds
540,Najran,SA,17.4924,44.1277,52.45,78,97,5.08,overcast clouds
541,Yaan,NG,7.3833,8.5667,74.52,29,100,5.03,overcast clouds
542,Vilcun,CL,-38.65,-72.2333,52.54,84,88,1.72,overcast clouds
543,Obihiro,JP,42.9172,143.2044,29.61,62,2,14.18,clear sky
544,Bandarbeyla,SO,9.4942,50.8122,76.35,79,41,11.92,scattered clouds
545,Hirata,JP,35.4333,132.8167,40.96,87,75,3.44,broken clouds
546,Gorodets,RU,56.6514,43.475,8.28,98,23,6.02,few clouds
547,George Town,MY,5.4112,100.3354,80.89,78,20,1.01,few clouds
548,Agirish,RU,61.9247,63.0231,-4.14,86,72,9.82,broken clouds
549,Tuatapere,NZ,-46.1333,167.6833,54.82,72,100,8.86,overcast clouds
550,Axim,GH,4.8699,-2.2405,79.0,82,87,4.59,overcast clouds
551,Bastrop,US,32.7562,-91.8724,47.88,66,7,3.0,clear sky
552,Ankang,CN,32.68,109.0172,42.66,78,100,2.28,overcast clouds
553,Aksu,CN,41.1231,80.2644,20.86,61,47,3.47,scattered clouds
554,Fairbanks,US,64.8378,-147.7164,-18.9,75,1,0.0,clear sky
555,Charters Towers,AU,-20.1,146.2667,99.73,22,8,7.78,clear sky
556,Wana,PK,32.2989,69.5725,39.51,94,100,1.41,overcast clouds
557,Waitakere,NZ,-36.9175,174.6577,78.85,65,70,14.0,broken clouds
558,Ayagoz,KZ,47.9714,80.4392,28.63,97,100,10.29,light snow
559,Kununurra,AU,-15.7667,128.7333,89.58,58,62,6.91,broken clouds
560,Guymon,US,36.6828,-101.4816,48.15,33,1,8.05,clear sky
561,Rundu,NA,-17.9333,19.7667,70.03,70,96,4.14,overcast clouds
562,Ryotsu,JP,38.0833,138.4333,33.76,68,96,17.69,overcast clouds
563,Broken Hill,AU,-31.95,141.4333,76.71,27,0,14.97,clear sky
564,Mahudha,IN,22.8167,72.9333,66.38,61,75,5.08,broken clouds
565,Fez,MA,34.0372,-4.9998,52.05,100,75,6.91,broken clouds
566,Sobolevo,RU,54.4299,31.8996,33.4,99,100,14.52,snow
567,Whitianga,NZ,-36.8333,175.7,84.02,59,28,7.92,scattered clouds
568,Miyang,CN,24.4042,103.4428,53.62,85,31,4.38,scattered clouds
569,Lixourion,GR,38.2019,20.4314,55.31,84,46,8.59,scattered clouds
570,Asyut,EG,27.181,31.1837,51.6,67,0,5.01,clear sky
571,Banepa,NP,27.6298,85.5214,44.92,93,40,3.44,mist
572,Jiamusi,CN,46.8333,130.35,-3.86,83,96,7.43,overcast clouds
573,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-5.51,97,100,2.28,overcast clouds
574,Fountain,US,38.6822,-104.7008,46.62,31,1,12.66,clear sky
575,Morant Bay,JM,17.8815,-76.4093,78.42,75,4,8.7,clear sky
576,Nouadhibou,MR,20.931,-17.0347,64.38,59,100,12.66,overcast clouds
577,Tateyama,JP,34.9833,139.8667,48.47,43,71,15.7,broken clouds
578,Atikokan,CA,48.7555,-91.6216,4.89,92,100,11.77,light snow
579,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.04,85,64,5.57,broken clouds
580,Ostrovnoy,RU,68.0531,39.5131,-0.4,98,100,12.33,overcast clouds
581,Isangel,VU,-19.55,169.2667,86.11,79,75,6.91,broken clouds
582,Amot,NO,59.5714,7.9877,15.76,94,91,5.44,overcast clouds
583,Mittersill,AT,47.2667,12.4833,38.86,92,86,5.23,overcast clouds
584,Altay,CN,47.8667,88.1167,21.22,66,100,4.99,overcast clouds
585,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,51,20,11.18,few clouds
586,Mzimba,MW,-11.9,33.6,64.69,89,100,2.82,overcast clouds
587,Nortelandia,BR,-14.4547,-56.8028,73.6,97,100,4.29,overcast clouds
588,Yining,CN,29.0361,114.5636,48.78,86,100,2.98,overcast clouds
589,Krasnyy Oktyabr,RU,56.1167,38.8833,10.96,96,100,7.36,overcast clouds
590,Clonakilty,IE,51.6231,-8.8706,34.81,61,83,5.39,broken clouds
591,La Tuque,CA,47.4334,-72.7824,12.45,85,100,2.3,overcast clouds
592,Hirara,JP,24.8,125.2833,73.67,68,75,14.97,broken clouds
593,Luderitz,NA,-26.6481,15.1594,59.54,73,0,15.7,clear sky
594,Pachino,IT,36.7186,15.0907,50.04,86,0,13.4,clear sky
595,Saquena,PE,-4.6667,-73.5167,75.52,69,99,2.75,overcast clouds
596,Asfi,MA,32.2994,-9.2372,59.36,81,80,17.25,broken clouds
597,Ubrique,ES,36.6778,-5.446,49.75,97,36,3.04,scattered clouds
598,Kearney,US,40.6995,-99.0815,25.84,58,1,21.85,clear sky
599,Kudahuvadhoo,MV,2.6708,72.8944,81.37,75,100,9.75,overcast clouds
600,Sisimiut,GL,66.9395,-53.6735,36.1,52,100,17.74,overcast clouds
601,Karasjok,NO,69.4719,25.5112,10.51,95,100,14.99,light snow
602,Grand Gaube,MU,-20.0064,57.6608,77.4,81,78,3.0,broken clouds
603,Svetlogorsk,BY,52.6333,29.7333,37.71,97,100,15.05,overcast clouds
604,Otradnoye,RU,59.7775,30.8181,36.03,99,100,4.52,light snow
605,Bandundu,CD,-3.3167,17.3667,69.33,94,67,1.54,broken clouds
606,Santana Do Paraiso,BR,-19.3636,-42.5686,66.52,100,0,0.0,clear sky
607,Ukiah,US,39.1502,-123.2078,54.45,91,75,3.44,broken clouds
608,Graciano Sanchez,MX,23.9167,-99.2833,61.75,51,0,3.49,clear sky
609,Soddy-Daisy,US,35.2359,-85.1908,42.89,62,46,10.11,scattered clouds
610,Prieska,ZA,-29.6641,22.7474,70.61,25,0,6.02,clear sky
611,Olpad,IN,21.3333,72.75,69.78,64,8,4.23,clear sky
612,Grand-Santi,GF,4.25,-54.3833,72.57,86,97,2.77,overcast clouds
613,Acari,PE,-15.4311,-74.6158,72.41,77,10,3.29,clear sky
614,Salinas,US,36.6777,-121.6555,56.7,89,90,9.22,mist
615,Kinango,KE,-4.1372,39.3153,71.94,97,73,3.53,broken clouds
616,Marica,BR,-22.9194,-42.8186,82.31,83,100,7.27,overcast clouds
617,Vezirkopru,TR,41.1436,35.4547,30.69,79,23,3.71,few clouds
618,Mastic Beach,US,40.7668,-72.8521,35.98,76,1,1.01,clear sky
619,Nagato,JP,34.3833,131.2,46.31,63,100,6.89,overcast clouds
620,Bhakkar,PK,31.6253,71.0657,55.0,86,100,7.02,light rain
621,High Rock,BS,26.6208,-78.2833,64.42,62,46,8.66,scattered clouds
622,Hanting,CN,36.7708,119.2108,34.86,57,100,6.29,snow
623,Banda Aceh,ID,5.5577,95.3222,77.45,82,99,11.41,overcast clouds
624,Havelock,US,34.8791,-76.9013,45.93,79,90,3.0,overcast clouds
625,Selyatino,RU,55.5151,36.9775,21.15,86,90,8.95,light snow
626,Manoel Urbano,BR,-8.8389,-69.2597,75.25,89,100,3.6,overcast clouds
627,Coahuayana,MX,18.7333,-103.6833,83.68,84,0,0.72,clear sky
628,Xining,CN,36.6167,101.7667,25.79,37,2,2.21,clear sky
629,Buritis,BR,-15.6178,-46.4233,70.09,98,100,2.91,heavy intensity rain
630,Port Moresby,PG,-9.4431,147.1797,87.22,62,75,17.27,haze
631,Mamallapuram,IN,12.6264,80.1722,73.45,75,23,8.43,few clouds
632,San Luis De La Paz,MX,21.3,-100.5167,63.61,49,0,7.09,clear sky
633,Kashi,CN,39.4547,75.9797,28.26,58,40,6.71,scattered clouds
634,Dwarka,IN,22.2394,68.9678,69.96,62,54,12.53,broken clouds
635,Mongar,BT,27.2747,91.2396,44.06,55,47,4.7,scattered clouds
636,Nkhotakota,MW,-12.9274,34.2961,73.15,88,100,2.86,light rain
637,Kahului,US,20.8947,-156.47,80.62,76,20,16.11,few clouds
638,Sawankhalok,TH,17.316,99.8319,69.69,88,0,2.3,clear sky
639,Vacaria,BR,-28.5122,-50.9339,64.72,85,52,2.53,broken clouds
640,Kargasok,RU,59.0556,80.8572,4.42,93,100,10.63,overcast clouds
641,Port Hardy,CA,50.6996,-127.4199,35.6,93,75,0.0,broken clouds
642,Grimshaw,CA,56.1834,-117.6027,-29.58,75,40,8.05,scattered clouds
643,Manta,EC,-0.95,-80.7333,76.78,78,20,9.22,few clouds
644,Tommot,RU,58.9564,126.2925,-13.04,98,100,0.76,overcast clouds
645,Garissa,KE,-0.4536,39.6401,77.99,74,100,6.22,overcast clouds
646,Armidale,AU,-30.5167,151.65,74.8,58,41,11.03,scattered clouds
647,Kiruna,SE,67.8557,20.2251,4.12,85,90,0.0,light snow
648,Djambala,CG,-2.5447,14.7533,66.85,92,97,1.43,overcast clouds
649,Kulhudhuffushi,MV,6.6221,73.07,80.76,71,20,1.83,few clouds
650,Boke,GN,10.9409,-14.2967,70.09,93,7,1.68,clear sky
651,Mullovka,RU,54.2,49.4,-9.58,100,73,1.48,broken clouds
652,Belyy Yar,RU,53.6039,91.3903,6.69,85,100,2.24,mist
653,San Vicente,AR,-26.6167,-54.1333,65.68,90,35,1.57,scattered clouds
654,Muli,MV,2.9167,73.5667,81.54,76,99,13.13,overcast clouds
655,Danane,CI,7.2596,-8.155,68.52,77,14,1.25,few clouds
656,Manokwari,ID,-0.8667,134.0833,78.96,84,100,3.11,moderate rain
657,Benguela,AO,-12.5763,13.4055,74.59,88,100,2.73,overcast clouds
658,Ramshir,IR,30.8946,49.4092,44.35,75,0,8.14,clear sky
659,Cabinda,AO,-5.55,12.2,75.51,89,98,3.49,overcast clouds
660,Mendi,PG,-6.1761,143.6513,67.8,66,93,4.99,overcast clouds
661,Hambantota,LK,6.1241,81.1185,75.54,100,40,2.3,scattered clouds
662,Dillon,US,34.4166,-79.3712,44.65,53,73,5.7,broken clouds
663,Hvolsvollur,IS,63.7533,-20.2243,26.29,77,100,7.36,overcast clouds
664,Gacko,BA,43.1672,18.5353,39.33,97,100,6.76,overcast clouds
665,Yashkul,RU,46.1711,45.3435,28.89,82,34,14.03,scattered clouds
666,Hulja,EE,59.3522,26.2179,30.58,98,100,4.38,overcast clouds
667,Bolshaya Sosnova,RU,57.6713,54.6029,-15.63,100,35,4.32,scattered clouds
668,Luxor,EG,25.6989,32.6421,51.58,73,3,4.18,clear sky
669,Mahbubabad,IN,17.6167,80.0167,69.08,69,64,5.44,broken clouds
670,Gobabis,NA,-22.45,18.9667,73.47,31,99,1.77,overcast clouds
671,General Cepeda,MX,25.3833,-101.45,60.21,43,0,2.35,clear sky
672,Kalabo,ZM,-14.97,22.6814,66.9,89,100,4.0,overcast clouds
673,Waitati,NZ,-45.75,170.5667,55.47,95,91,9.75,overcast clouds
674,Zhezkazgan,KZ,47.8043,67.7144,10.38,92,40,6.71,mist
675,Wanning,CN,18.8003,110.3967,75.7,76,47,8.43,scattered clouds
676,Baiyin,CN,36.5583,104.2081,22.08,48,36,1.21,scattered clouds
677,Chernyshevskiy,RU,63.0128,112.4714,-20.54,96,99,2.71,overcast clouds
678,Whitehorse,CA,60.7161,-135.0538,-21.91,74,20,3.0,few clouds
679,Port-Gentil,GA,-0.7193,8.7815,79.25,83,83,7.09,broken clouds
680,Great Falls,US,47.5002,-111.3008,-9.31,66,90,0.0,overcast clouds
681,Pingzhuang,CN,42.0372,119.2889,21.99,35,0,1.25,clear sky
682,Jijiga,ET,9.35,42.8,61.86,82,79,4.7,broken clouds
683,Turhal,TR,40.3875,36.0811,28.38,77,34,4.23,scattered clouds
684,Marsaxlokk,MT,35.8419,14.5431,60.08,82,0,10.36,clear sky
685,Alexandria,EG,31.2156,29.9553,58.39,67,0,7.23,clear sky
686,Aquiraz,BR,-3.9014,-38.3911,81.21,77,99,8.55,overcast clouds
687,Dabola,GN,10.75,-11.1167,68.45,27,5,0.85,clear sky
688,Krasnogorskiy,RU,54.6025,61.231,-16.78,96,9,3.36,clear sky
689,Sikasso,ML,10.9167,-7.0,69.64,24,2,5.93,clear sky
690,Goma,CD,-1.6792,29.2228,59.94,86,58,3.94,broken clouds
691,Adeje,ES,28.1227,-16.726,64.98,45,0,8.05,clear sky
692,Fukue,JP,32.6881,128.8419,50.36,66,75,6.91,broken clouds
693,Locri,IT,38.2414,16.2623,54.82,50,0,6.08,clear sky
694,Palu,ID,-0.8917,119.8707,88.97,59,61,3.58,broken clouds
695,Batouri,CM,4.4333,14.3667,67.95,39,85,1.88,overcast clouds
696,Chara,RU,56.9064,118.2631,-11.29,84,83,0.78,broken clouds
697,Pierre,US,44.3683,-100.351,7.86,71,90,3.0,overcast clouds
698,Azul,AR,-36.777,-59.8585,63.34,42,2,13.65,clear sky
699,Sinnamary,GF,5.3833,-52.95,76.32,85,79,9.62,broken clouds
700,Abu Dhabi,AE,24.4667,54.3667,68.02,68,40,11.5,scattered clouds
701,Payakumbuh,ID,-0.2202,100.6308,82.26,63,35,1.79,scattered clouds
702,Tobetsu,JP,43.2169,141.5169,28.31,86,75,20.71,light shower snow
703,Callaway,US,30.153,-85.5699,50.92,87,90,1.99,overcast clouds
704,Pangnirtung,CA,66.1451,-65.7125,8.71,89,100,3.65,overcast clouds
